t_start,t_end,flight_time,travel_distance,median_path_deviation,iqr_path_deviation,num_gates_passed,num_pass_gate0,num_pass_gate1,num_pass_gate2,num_pass_gate3,num_pass_gate4,num_pass_gate5,num_pass_gate6,num_pass_gate7,num_pass_gate8,num_pass_gate9,num_collisions,network_used,pitch_error_l1,pitch_error_l1-median,pitch_error_mse,pitch_error_mse-median,roll_error_l1,roll_error_l1-median,roll_error_mse,roll_error_mse-median,throttle_error_l1,throttle_error_l1-median,throttle_error_mse,throttle_error_mse-median,yaw_error_l1,yaw_error_l1-median,yaw_error_mse,yaw_error_mse-median,filepath,buffer,has_attbr,has_dda,has_decfts,has_fts,has_gztr,has_network_used,has_ref,has_state_q,has_state_v,has_state_w,has_yaml,li,model_name,mt,num_laps,repetition,run,st,subject,track
0.05999999999995609,2.749999999999943,2.689999999999987,27.056699859963302,2.3490632499437214,1.8161481099003909,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_00/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,0,8,20,16,flat
0.05999999999995609,3.2799999999999314,3.2199999999999758,32.70501993213645,2.2275511788848052,1.3339498957065774,2,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_01/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,1,8,20,16,flat
0.05999999999995609,11.329999999999757,11.269999999999799,129.83197914296542,4.505929184625042,4.900204327873874,9,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_02/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,2,8,20,16,flat
0.05999999999995609,11.839999999999705,11.779999999999747,136.2452894219953,4.561973987128827,5.669835256625005,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_03/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,3,8,20,16,flat
0.05999999999995609,11.219999999999766,11.159999999999812,128.39721468793778,4.434914532404627,4.734393468486694,9,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_04/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,4,8,20,16,flat
0.05999999999995609,11.839999999999705,11.779999999999747,136.32072694219013,4.453029644805757,5.61936780457034,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_05/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,5,8,20,16,flat
0.05999999999995609,11.459999999999757,11.3999999999998,131.6130247542003,4.513504568809667,4.785119947591994,9,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_06/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,6,8,20,16,flat
0.05999999999995609,11.839999999999705,11.779999999999747,136.14979678446846,4.484406125789572,5.606033219538183,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_07/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,7,8,20,16,flat
0.05999999999995609,11.29999999999976,11.239999999999805,129.62192300044978,4.459303735908431,4.875448628109924,9,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_08/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,8,8,20,16,flat
0.05999999999995609,11.419999999999757,11.3599999999998,131.111714997183,4.456951872044125,4.97714478742709,9,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r08_flat_li01_buffer20/mpc2nw_mt-300_st-20_09/trajectory.csv,2.0,0.0,1,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,1,dda_flat_med_full_bf2_cf25_decfts,300,1,9,8,20,16,flat
